Type,Name,ScorePct,X-Platform-Score,
Android,Samsung SM-G715FN,(2%),4314,
iOS,Apple iPad 5 (Cellular),(2%),4312,
Android,Samsung SM-A127M,(2%),4310,
Android,HMD Global Nokia G11,(2%),4308,
Android,Motorola moto x4,(2%),4303,
Android,Samsung Galaxy Note 5 (Various Models),(2%),4302,
Android,Samsung SM-A405FN,(2%),4296,
iOS,Apple iPad Pro 12.9 (WiFi),(2%),4295,
Android,Vivo V2027,(2%),4295,
Android,Motorola moto g fast,(2%),4293,
Android,Samsung SM-A520F,(2%),4292,
Android,OPPO CPH1607,(2%),4290,
Android,Xiaomi M2010J19CI,(2%),4286,
Android,Samsung SM-A750F,(2%),4275,
Android,Fairphone FP3,(2%),4270,
Android,Samsung SM-A305F,(2%),4267,
Android,Samsung SM-A750G,(2%),4253,
Android,LGE LM-Q850,(2%),4252,
Android,Motorola moto g(7) supra,(2%),4251,
Android,HMD Global Nokia 5.1 Plus,(2%),4249,
Android,Samsung SM-G525F,(2%),4248,
Android,Motorola moto e(7) plus,(2%),4244,
Android,Samsung SM-A307GN,(2%),4244,
Android,LGE G6 (Various Models),(2%),4235,
Android,OPPO CPH2099,(2%),4234,
Android,Samsung SM-M205F,(2%),4233,
Android,HMD Global Nokia 6.1,(2%),4224,
Android,Motorola moto g(10),(2%),4222,
Android,Xiaomi Redmi 4,(2%),4206,
Android,Xiaomi Redmi Note 5 Pro,(2%),4205,
Android,OPPO CPH2219,(2%),4204,
Android,Motorola moto g play (XT2093DL),(2%),4201,
Android,OPPO CPH1931,(2%),4192,
Android,Huawei LND-L29,(2%),4190,
Android,OPPO CPH1801,(2%),4186,
Android,Motorola moto g(7) optimo maxx(XT1955DL),(2%),4185,
Android,HMD Global Nokia 3.4,(2%),4168,
Android,OPPO CPH2349,(2%),4165,
Android,Motorola moto g22,(2%),4164,
Android,OPPO CPH2069,(2%),4162,
Android,Samsung SM-A207M,(2%),4161,
Android,OPPO CPH2239,(2%),4154,
Android,Motorola moto g(7) power,(2%),4154,
Android,OPPO CPH2067,(2%),4144,
Android,Vivo V2029,(2%),4138,
Android,Xiaomi M2010J19SL,(2%),4136,
Android,Samsung SM-A125M,(2%),4133,
Android,OPPO CPH2059,(2%),4132,
Android,Samsung SM-A207F,(2%),4124,
Android,OUKITEL C21,(2%),4120,
Android,Google zork,(2%),4114,
Android,TCL T671E,(2%),4111,
Android,OPPO CPH1937,(2%),4109,
Android,Motorola moto g power (2022),(2%),4108,
Android,KYOCERA E6910,(2%),4107,
Android,Samsung SM-M305F,(2%),4103,
iOS,Apple iPad Pro 12.9 (Cellular),(2%),4100,
Android,Samsung SM-A217M,(2%),4100,
Android,Motorola moto g play (2021),(2%),4097,
Android,Cat S52,(2%),4092,
iOS,Apple iPhone SE,(2%),4090,
Android,HTC U Ultra,(2%),4084,
Android,Logicom Le_Connect,(2%),4081,
Android,Huawei ANE-LX3,(2%),4075,
Android,Asus ZenFone Max M2,(2%),4068,
iOS,Apple iPod Touch G7,(2%),4067,
Android,Motorola moto g(8) power,(2%),4065,
iOS,Apple iPhone 6S,(2%),4061,
Android,Huawei AGS2-W09,(2%),4059,
Android,Lenovo TB-8506F,(2%),4055,
Android,Realme RMX2180,(2%),4040,
Android,OnePlus BE2013,(2%),4036,
Android,Xiaomi Redmi 7,(2%),4034,
Android,Lenovo TB-X306X,(2%),4034,
Android,OPPO CPH2013,(2%),4030,
Android,LENOVO K8 Plus,(2%),4030,
Android,Huawei BAH2-L09,(2%),4029,
Android,Samsung SM-A202F,(2%),4025,
Android,Huawei AGS2-L09,(2%),4024,
Android,Xiaomi 2201117TL,(2%),4020,
Android,Xiaomi 2201117TG,(2%),4016,
Android,OPPO CPH2269,(2%),4007,
Android,OPPO CPH2095,(2%),4006,
Android,LGE LM-Q630,(2%),4000,
Android,LENOVO YT-X705F,(2%),4000,
Android,LENOVO TB-X306F,(2%),3999,
iOS,Apple iPhone 6S Plus,(2%),3998,
Android,Huawei LLD-L31,(2%),3992,
Android,Google FydeOS Android,(2%),3989,
Android,Xiaomi Redmi 8,(2%),3989,
Android,LENOVO YT-X703F,(2%),3989,
Android,OPPO CPH2061,(2%),3987,
Android,Samsung SM-A205G,(2%),3984,
Android,OnePlus BE2011,(2%),3984,
Android,Huawei ANE-LX1,(2%),3984,
Android,Samsung SM-A215U,(2%),3974,
Android,Realme RMX1821,(2%),3974,
Android,Huawei LLD-AL20,(2%),3968,
Android,HMD Global Nokia 4.2,(2%),3966,
Android,Elephone S8,(2%),3963,
Android,Realme RMX2185,(2%),3947,
Android,Blackview A80Pro,(2%),3946,
Android,OnePlus 3 (A3000),(2%),3942,
Android,Motorola moto g(7),(2%),3928,
Android,OnePlus BE2015,(2%),3919,
Android,OPPO CPH2127,(2%),3918,
Android,OPPO CPH2135,(1%),3914,
Android,Samsung SM-S215DL,(1%),3900,
Android,Android 001,(1%),3893,
Android,Vivo V2111,(1%),3893,
Android,HMD Global Nokia G20,(1%),3891,
Android,OPPO CPH2083,(1%),3888,
Android,OPPO CPH2325,(1%),3886,
Android,Samsung SM-A125U,(1%),3886,
Android,Kruger_Matz KM1069,(1%),3882,
Android,Samsung SM-A205F,(1%),3882,
Android,Xiaomi 2201117TI,(1%),3870,
Android,Sony F5321,(1%),3870,
Android,Sprd ums512_1h10_Natv,(1%),3864,
Android,Huawei BAH2-W19,(1%),3859,
Android,Vivo V2043,(1%),3858,
Android,Lenovo TB-X606F,(1%),3841,
Android,Huawei RNE-L22,(1%),3838,
Android,Realme RMX1825,(1%),3837,
Android,LGE LG-H873,(1%),3820,
Android,Google Chromebox Reference,(1%),3809,
Android,OPPO CPH2185,(1%),3804,
Android,DOOGEE MIX,(1%),3801,
Android,Xiaomi 2201117TY,(1%),3792,
Android,Vivo V2043_21,(1%),3778,
Android,HUAWEI GRA-L09,(1%),3773,
Android,Huawei DUB-LX3,(1%),3772,
Android,Samsung SM-A125F,(1%),3772,
Android,Samsung SM-A205W,(1%),3771,
Android,Vivo V2026,(1%),3769,
Android,Motorola one power,(1%),3767,
Android,Huawei FIG-LX1,(1%),3765,
Android,OPPO CPH2273,(1%),3741,
Android,Samsung SM-A720F,(1%),3736,
Android,Motorola Moto Z (XT1650),(1%),3727,
Android,Xiaomi Redmi 5,(1%),3723,
Android,Sony E6653,(1%),3722,
Android,Lenovo TB-X606X,(1%),3720,
Android,Samsung SM-A037W,(1%),3708,
Android,OPPO CPH1933,(1%),3697,
Android,Motorola moto g(10) power,(1%),3695,
Android,TCL A509DL,(1%),3692,
Android,Samsung SM-A037F,(1%),3685,
Android,Realme RMX2103,(1%),3680,
Android,NVIDIA Switch,(1%),3675,
Android,Vivo V2023,(1%),3675,
Android,NVIDIA SHIELD Android TV,(1%),3660,
Android,OPPO CPH1909,(1%),3659,
Android,Samsung SM-A037U,(1%),3654,
Android,Samsung SM-T227U,(1%),3636,
Android,Samsung SM-T225N,(1%),3608,
Android,BLU G5,(1%),3604,
Android,Huawei P8 Lite,(1%),3603,
Android,LGE LM-Q720,(1%),3597,
Android,Huawei BND-AL10,(1%),3595,
Android,Onn 100003562,(1%),3592,
Android,Huawei RNE-L21,(1%),3590,
Android,LENOVO TB-8705F,(1%),3589,
Android,Motorola moto g(8) power lite,(1%),3586,
Android,Samsung SM-T225,(1%),3586,
Android,Samsung SM-T220,(1%),3585,
Android,Vivo 1906,(1%),3583,
Android,Realme RMX2189,(1%),3581,
Android,Realme RMX1831,(1%),3570,
Android,Huawei WAS-LX1,(1%),3555,
Android,Samsung SM-M127G,(1%),3553,
Android,VANKYO S30,(1%),3542,
Android,Ulefone Note 9P,(1%),3534,
Android,BLU B140DL,(1%),3527,
Android,Huawei WAS-LX1A,(1%),3526,
Android,Mara Phones Z1,(1%),3521,
Android,Wheatek Tab 10,(1%),3515,
Android,Vivo 1902,(1%),3513,
Android,Wingtech WTVIS01,(1%),3508,
Android,OPPO A31,(1%),3493,
Android,OPPO A57,(1%),3486,
Android,Onn 100003561,(1%),3467,
Android,Wingtech TMRVL4G,(1%),3460,
Android,LGE LM-Q730,(1%),3459,
Android,Samsung Galaxy Tab S3 9.7 (SM-T820),(1%),3455,
Android,Samsung SM-S134DL,(1%),3453,
Android,Vivo 1820,(1%),3447,
Android,HMD Global Nokia 5,(1%),3431,
Android,OPPO CPH1609,(1%),3430,
Android,Huawei Honor 6X (Various Models),(1%),3419,
Android,Realme RMX1827,(1%),3388,
Android,Blackview BV4900Pro,(1%),3387,
Android,HMD Global Nokia 6 (Various Models),(1%),3375,
Android,Xiaomi Redmi Note 3,(1%),3362,
Android,Rockchip rk3399-mid,(1%),3326,
Android,Teclast P20HD_EEA,(1%),3306,
Android,UMIDIGI A5_Pro,(1%),3297,
Android,OUKITEL WP5 Pro,(1%),3276,
Android,Ulefone Note 12P,(1%),3269,
Android,Blackview Tab8,(1%),3262,
Android,Samsung Galaxy S7 Edge Duos,(1%),3256,
Android,Xiaomi Redmi 3S,(1%),3256,
Android,Realme RMX3201,(1%),3251,
Android,ZTE K88,(1%),3231,
Android,Xiaomi Redmi 4X,(1%),3221,
Android,vivo 1904,(1%),3219,
Android,LeEco LEX820,(1%),3215,
Android,OPPO CPH1701,(1%),3215,
Android,UMIDIGI A7 Pro,(1%),3208,
Android,Rockchip NEO_X39,(1%),3206,
Android,Ulefone Armor X8,(1%),3197,
Android,LGE G5 (Various Models),(1%),3173,
Android,Google octopus,(1%),3172,
Android,FortunaPix OneLernDB010,(1%),3171,
Android,Realme RMX1941,(1%),3145,
Android,Asus ASUS_X018D,(1%),3122,
Android,Samsung Galaxy S7 Active (Various Models),(1%),3113,
Android,Huawei KIW-L21,(1%),3101,
Android,LGE LGM-G600L,(1%),3097,
Android,OPPO A1601,(1%),3093,
Android,LGE G4 (Various Models),(1%),3085,
Android,LGE V10 (Various Models),(1%),3085,
Android,Skyworth MEP2Q421G,(1%),3055,
Android,Huawei BAH-W09,(1%),3052,
Android,ZTE Z981,(1%),3023,
Android,Samsung SM-T825,(1%),3013,
Android,OPPO CPH1803,(1%),3011,
Android,LGE LG-F800S,(1%),2999,
Android,vivo 1901,(1%),2934,
iOS,Apple iPad Mini 4 (WiFi),(1%),2922,
Android,Getac ZX10,(1%),2896,
iOS,Apple iPad Mini 4 (Cellular),(1%),2893,
Android,vivo 1601,(1%),2889,
Android,Huawei LDN-L21,(1%),2880,
Android,HTC 10 (Various Models),(1%),2874,
Android,Motorola moto e(6) plus,(1%),2843,
Android,Rockchip rk3399-all,(1%),2838,
Android,Sony F8131,(1%),2821,
Android,LGE V20 (Various Models),(1%),2817,
Android,Google Mediatek MT8173 Chromebook,(1%),2812,
Android,Asus ASUS_X00PD,(1%),2802,
Android,OPPO RMX1805,(1%),2776,
Android,Rockchip rk3399-Android10,(1%),2762,
Android,Sony F8331,(1%),2744,
Android,Alps R8,(1%),2724,
Android,Incar SPRD_android11,(1%),2701,
Android,Siragon SP-6200,(1%),2678,
Android,Motorola moto e(7) power,(1%),2643,
Android,Lenovo TB-X505X,(1%),2565,
Android,LENOVO TB-X505L,(1%),2564,
Android,HTC One M9,(1%),2541,
Android,JOYAR 100011886,(1%),2524,
Android,Lenovo YT3-X90F,(1%),2476,
Android,Positivo T810,(1%),2438,
Android,LENOVO TB-X505F,(1%),2438,
Android,Xiaomi Mi Note 2,(1%),2432,
Android,Asus ASUS_X00RD,(1%),2390,
Android,Xiaomi MI 5,(1%),2374,
Android,LENOVO TB-8505F,(1%),2372,
Android,Htc Nexus 9,(1%),2359,
Android,Huawei LDN-TL10,(1%),2352,
Android,Samsung Galaxy Tab A 8.0 (2019),(1%),2337,
Android,Lenovo TAB 2 A10-70F,(1%),2315,
Android,OnePlus One (A0001),(1%),2275,
Android,Lenovo TB-8505FS,(1%),2259,
Android,Xiaomi Redmi Note 5A,(1%),2247,
Android,Blackberry STV100-1,(1%),2245,
Android,Blackview BV4900,(1%),2229,
Android,OUKITEL WP5,(1%),2135,
Android,Samsung SM-T295,(1%),2095,
Android,Alps aiot8365p4_64_bsp,(1%),2067,
Android,BLU M8L Plus,(1%),2029,
Android,Rockchip H96_Max_RK3566,(1%),1962,
Android,Motorola moto e6s,(1%),1959,
Android,Rockchip px5,(0%),1956,
Android,HUAWEI TIT-L01,(0%),1951,
Android,Xiaomi Redmi 4A,(0%),1889,
Android,Huawei AGS-W09,(0%),1884,
Android,HMD Global Nokia 2.2,(0%),1871,
Android,LENOVO TB-8505X,(0%),1866,
Android,Umx U693CL,(0%),1828,
Android,Huawei AGS-L09,(0%),1827,
Android,Huawei ATU-L31,(0%),1825,
Android,Huawei AGS-L03,(0%),1802,
Android,Xiaomi Redmi 5A,(0%),1801,
Android,Google grunt,(0%),1780,
Android,Huawei ATU-L21,(0%),1776,
Android,Lenovo TB-X304F,(0%),1757,
Android,Motorola moto e(7),(0%),1750,
Android,Blackview BV6000S,(0%),1701,
Android,Maxwest Nitro 8,(0%),1687,
Android,Huawei ALE-L21,(0%),1591,
Android,LENOVO TB-7304F,(0%),1577,
Android,Xiaomi Redmi S2,(0%),1498,
Android,Lenovo TB-8304F1,(0%),1460,
Android,Google coral,(0%),1433,
Android,TECLAST P80_EEA,(0%),1432,
Android,Samsung SM-A136U,(0%),1399,
Android,Xiaomi Redmi 7A,(0%),1360,
Android,Samsung SM-J600FN,(0%),1355,
Android,Motorola moto g(7) play,(0%),1300,
Android,Asus ZenFone 2,(0%),1291,
Android,NUU N4L,(0%),1265,
Android,Motorola moto g(8) play,(0%),1224,
Android,Motorola Moto G (5S) Plus,(0%),1223,
Android,Samsung SM-A137F,(0%),1218,
Android,Motorola moto g(6),(0%),1200,
Android,Samsung SM-A105FN,(0%),1186,
Android,Raspberry Pi 4,(0%),1162,
Android,Google Acer Chromebook R11 (CB5-132T C738T),(0%),1152,
Android,Amazon KFMAWI,(0%),1139,
Android,Motorola Moto G (5),(0%),1129,
Android,Motorola moto e,(0%),1079,
Android,Motorola moto e (XT2052DL),(0%),1078,
Android,LENOVO P1050X,(0%),1057,
Android,Motorola Moto Z2 Play,(0%),1044,
Android,Samsung SM-N915S,(0%),1026,
Android,Xiaomi M2006C3MG,(0%),1009,
Android,Xiaomi M2006C3MNG,(0%),977,
Android,Xiaomi Redmi Y2,(0%),976,
Android,PerseOS Fivestars-Pegasus,(0%),969,
Android,Motorola Moto Z Play (Various Models),(0%),967,
Android,Samsung Galaxy Tab A 10.1 (2019),(0%),966,
Android,Xiaomi M2006C3MI,(0%),948,
Android,Motorola Moto G (5) Plus,(0%),947,
Android,Xiaomi M2006C3MII,(0%),944,
Android,Motorola moto e20,(0%),939,
Android,Samsung SM-T815,(0%),928,
Android,Samsung SM-S111DL,(0%),918,
Android,Samsung SM-A025F,(0%),904,
Android,Samsung SM-A115F,(0%),901,
Android,Samsung SM-A605GN,(0%),896,
Android,Samsung SM-T810,(0%),894,
Android,LGE LG-H840,(0%),893,
Android,LGE LGL355DL,(0%),892,
Android,Samsung SM-A115A,(0%),892,
Android,LGE LM-K300,(0%),892,
Android,Samsung SM-A115M,(0%),891,
Android,Samsung SM-J730F,(0%),890,
Android,LGE LM-K420,(0%),887,
Android,Samsung SM-J810M,(0%),885,
Android,Samsung SM-M115F,(0%),885,
Android,Xiaomi M2006C3LII,(0%),883,
Android,Samsung SM-A605F,(0%),883,
Android,Xiaomi M2006C3LI,(0%),882,
Android,Xiaomi M2006C3LVG,(0%),881,
Android,Xiaomi M2006C3LG,(0%),870,
Android,LGE LM-Q710(FGN),(0%),870,
Android,Samsung SM-A605FN,(0%),870,
Android,Huawei KOB2-W09,(0%),864,
Android,Motorola moto g pure,(0%),858,
Android,LGE LM-K410,(0%),856,
Android,Xiaomi Redmi 8A,(0%),855,
Android,Samsung SM-A015F,(0%),851,
Android,HMD Global Nokia 2.4,(0%),847,
Android,Samsung SM-A107M,(0%),844,
Android,Samsung SM-A107F,(0%),843,
Android,Samsung SM-A105F,(0%),843,
Android,LGE LM-X430,(0%),841,
Android,Samsung SM-J600GT,(0%),840,
Android,Samsung SM-G615F,(0%),837,
Android,Samsung SM-S124DL,(0%),834,
Android,Xiaomi Redmi 6,(0%),834,
Android,Samsung SM-S102DL,(0%),831,
Android,Samsung SM-M025F,(0%),826,
Android,Samsung Galaxy Tab A 10.5 (2018),(0%),819,
Android,Samsung SM-A025U,(0%),809,
Android,Samsung SM-A015M,(0%),809,
Android,Motorola moto e(7i) power,(0%),808,
Android,Samsung SM-J530F,(0%),807,
Android,Samsung SM-J730G,(0%),806,
Android,Samsung SM-G610M,(0%),806,
Android,Samsung SM-T710,(0%),805,
Android,ZTE Blade A31RU,(0%),802,
Android,Samsung SM-A102U,(0%),802,
Android,Samsung Galaxy Note 4 (SM-N910C),(0%),800,
Android,Samsung SM-M105F,(0%),797,
Android,Samsung SM-A510F,(0%),795,
Android,Samsung SM-A320FL,(0%),792,
Android,Motorola moto g(6) play,(0%),785,
Android,LGE LM-Q710.FG,(0%),783,
Android,Alps YT5760B,(0%),782,
Android,LGE LM-X420,(0%),780,
Android,Samsung SM-A032F,(0%),776,
Android,Samsung SM-G903F,(0%),775,
Android,LGE LM-K500,(0%),774,
Android,NVIDIA SHIELD Tablet K1,(0%),774,
Android,Xiaomi Redmi 8A Dual,(0%),774,
Android,Samsung SM-J727T1,(0%),771,
Android,NVIDIA SHIELD Tablet,(0%),766,
Android,Samsung Galaxy Tab A 10.1 (2016),(0%),766,
Android,HMD Global Nokia C01 Plus,(0%),765,
Android,Samsung SM-A510M,(0%),761,
Android,Samsung SM-M105M,(0%),753,
Android,Realme RMX3231,(0%),752,
Android,Samsung SM-J710F,(0%),750,
Android,Samsung SM-P585,(0%),735,
Android,Samsung SM-G610F,(0%),721,
Android,Samsung SM-A600FN,(0%),718,
Android,Google Dell Chromebook 11 (3180),(0%),695,
Android,Samsung SM-J701F,(0%),693,
Android,Samsung SM-G903W,(0%),663,
Android,Motorola moto e6 (XT2005DL),(0%),659,
Android,Motorola moto e6,(0%),659,
Android,Samsung SM-G900W8,(0%),627,
Android,LGE LG-M250,(0%),575,
Android,Samsung Galaxy Tab S 10.5 (SM-T800),(0%),571,
Android,Samsung Galaxy Note 10.1 2014 Edition (SM-P600),(0%),570,
Android,Samsung Galaxy Note 3 (SM-N9005),(0%),559,
Android,Samsung SM-T705,(0%),554,
Android,Motorola Moto G (4),(0%),542,
Android,LGE LG-M700,(0%),534,
Android,Samsung Galaxy Note 10.1 2014 (SM-P605),(0%),527,
Android,LGE LG-D851,(0%),515,
Android,Samsung SM-N910F,(0%),515,
Android,Droidlogic A95XF4,(0%),511,
Android,Amazon KFONWI,(0%),482,
Android,Motorola Nexus 6,(0%),482,
Android,Samsung SM-G900F,(0%),481,
Android,Rockchip rk3288,(0%),477,
Android,Huawei MRD-LX1,(0%),473,
Android,Huawei KSA-LX9,(0%),467,
Android,ZTE Z5157V,(0%),463,
Android,ZTE Z6201V,(0%),463,
Android,LGE LG-D855,(0%),461,
Android,Xiaomi Redmi 6A,(0%),450,
Android,HMD Global Nokia 2.3,(0%),444,
Android,Samsung Galaxy S4 (Various Models),(0%),443,
Android,Huawei MRD-LX2,(0%),438,
Android,Amlogic H96 Max X3,(0%),427,
Android,Asus Nexus 7,(0%),401,
Android,SAMSUNG-SM-N910A,(0%),378,
Android,Samsung SM-A310F,(0%),373,
Android,LGE LGL322DL,(0%),360,
Android,Samsung SM-J330F,(0%),356,
Android,Positivo Twist Tab,(0%),354,
Android,Samsung SM-J610FN,(0%),352,
Android,Motorola MotoG3,(0%),352,
Android,Amazon KFKAWI,(0%),341,
Android,Samsung SM-A013G,(0%),340,
Android,Samsung SM-A022M,(0%),337,
Android,Samsung SM-J400F,(0%),335,
Android,MAGNUMTECH MG715,(0%),334,
Android,Samsung SM-M022G,(0%),333,
Android,LGE VS501,(0%),332,
Android,Samsung SM-J330FN,(0%),329,
Android,Motorola moto e6 play,(0%),324,
Android,Motorola Moto E (4) Plus,(0%),320,
Android,Google MBOX,(0%),315,
Android,Samsung SM-J250F,(0%),314,
Android,Samsung SM-S260DL,(0%),313,
Android,ZTE K87CA,(0%),311,
Android,Samsung SM-A022F,(0%),308,
Android,Samsung SM-G600FY,(0%),304,
Android,Samsung SM-T560NU,(0%),299,
Android,Samsung SM-J610G,(0%),299,
Android,DEXP A440,(0%),297,
Android,Samsung Galaxy Tab A 8.0 (2015),(0%),296,
Android,Samsung Galaxy Tab A 8.0 (2017),(0%),292,
Android,Samsung SM-J415FN,(0%),289,
Android,Qlink Scepter 8 Tablet,(0%),282,
Android,LENOVO TB-X103F,(0%),282,
Android,Samsung SM-J510FN,(0%),278,
Android,LGE LM-X210,(0%),275,
Android,Positivo Twist 4 Fit,(0%),275,
Android,Samsung Galaxy Tab A 9.7 (2015),(0%),265,
